created,text
2021-12-06 6:49:43,"Wonderful Counsellor 

📌 #TruthReads #Truth #Gospel #GoodNews #God #Jesus #Advent #AloneTogether #StaySafe… https://t.co/YyoEUifXcL"
2021-12-06 6:48:23,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 6:47:58,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/RR8Izj4jsa"
2021-12-06 6:47:54,"#blacklivesmatter now too
#blacklivesmatter now too
#blacklivesmatter now too"
2021-12-06 6:47:30,RT @_webshareztv: @Aluddin19 @ginestarros @HARRYS1DEMPIRE @Tina1Queen @eReferenceDesk @Diane1Queen @ganseykid @luisalarosa @SEB1KING @TheRe…
2021-12-06 6:47:15,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/kix0YDUVv3"
2021-12-06 6:46:49,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/leKHqrX5b1"
2021-12-06 6:46:30,@Aluddin19 @ginestarros @HARRYS1DEMPIRE @Tina1Queen @eReferenceDesk @Diane1Queen @ganseykid @luisalarosa @SEB1KING… https://t.co/ctjR6eiIew
2021-12-06 6:46:01,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/4uLJoHssCl"
2021-12-06 6:45:49,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/GCn0Oz6oPO"
2021-12-06 6:45:39,"RT @JCTheResistance: So @GovCox One student is dead because of harassment in this school district. 

Another Black student suspended for st…"
2021-12-06 6:45:26,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/BUyPlo34qN"
2021-12-06 6:45:10,RT @DavidShuster: Unhinged Cop Throws Elderly Black Man To Ground (VIDEO) https://t.co/TW0qftgJJO #BlackLivesMatter
2021-12-06 6:45:03,"RT @LDSAgency: 🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog   
@BernieSanders…"
2021-12-06 6:45:01,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/tY0uJsaK5y"
2021-12-06 6:44:44,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/OPI6J9yU7j"
2021-12-06 6:44:28,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/CN5oOHWex0"
2021-12-06 6:44:07,RT @blacklivesbot: #blacklivesmatter now too
2021-12-06 6:44:06,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/qwu7ZnSUdO"
2021-12-06 6:44:02,"RT @marktsneed: Where you see wrong or inequality or injustice, speak out, because this is your country. This is your democracy. Make it. P…"
2021-12-06 6:43:54,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/aijiQKsyGc"
2021-12-06 6:43:44,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/QD8EXv9Mjk"
2021-12-06 6:43:25,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/yGeGf5GV2r"
2021-12-06 6:43:01,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/FSzJ8UNtT4"
2021-12-06 6:42:49,"RT @LDSAgency: 🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog   
@BernieSanders…"
2021-12-06 6:42:39,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/ZlXGod2PvG"
2021-12-06 6:42:03,William Green #BlackLivesMatter
2021-12-06 6:40:57,RT @CVN59283571: Please keep sharing this tweet. #WeStandWithRNLI #RefugeesWelcome #SafePassagetoUK  #BlackLivesMatter https://t.co/0sCxrJE…
2021-12-06 6:40:29,"Like the #BlackLivesMatter 
#NagaLivesMattersToo✊✊✊ https://t.co/v7TbnALNIO"
2021-12-06 6:40:19,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 6:37:54,RT @CVN59283571: Please keep sharing this tweet. #WeStandWithRNLI #RefugeesWelcome #SafePassagetoUK  #BlackLivesMatter
2021-12-06 6:37:52,RT @JesseKellyDC: #BlackLivesMatter is responsible for more black deaths in the just the last couple years than the KKK has amassed for the…
2021-12-06 6:36:33,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 6:35:57,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/5u4BTQGVwZ"
2021-12-06 6:35:00,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 6:34:42,#blacklivesmatter now too
2021-12-06 6:34:27,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/TCW5CeO3Cq"
2021-12-06 6:33:58,"RT @IUIC_GR_MI: Follow us @ IUIC DALLAS on TIKTOK! Help us push the truth out to the four corners! 🔥🔥🔥🚨🚨
@iuicdallas
#IUIC #Takeover #DTX #…"
2021-12-06 6:33:51,RT @JesseKellyDC: #BlackLivesMatter is responsible for more black deaths in the just the last couple years than the KKK has amassed for the…
2021-12-06 6:33:46,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/ykmjUBlzbF"
2021-12-06 6:32:37,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/UeDq9rbl4L"
2021-12-06 6:32:09,"Fri Jun 05 2020 Portland, Oregon - Police shoot peaceful protesters on sidewalk WATCH: https://t.co/K9MOkPw535… https://t.co/BJUumnRSA8"
2021-12-06 6:31:57,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/ppOl702ZFu"
2021-12-06 6:31:46,"Alaas! 
We lost 😞 those gems 💎 from our culture and society, our generations are at the mercy of phonetic and lunat… https://t.co/1Km3l1sDTJ"
2021-12-06 6:31:40,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/aNSvw3gNcM"
2021-12-06 6:30:41,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/9UDz9ZrMns"
2021-12-06 6:30:40,POWERFUL. Multi-award nominated documentary that opens your eyes to the #blacklivesmatter movement… https://t.co/T91xW3PxY7
2021-12-06 6:30:11,RT @campaigner71: @Tomosman14 @UNHCRLibya They been accusing the refugees from the beginning of October of obstructing  their ability to he…
2021-12-06 6:30:02,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/TtG3ZT6kGJ"
2021-12-06 6:29:35,RT @Xena007911: @AttorneyCrump This was posted on my LinkedIn thread this morning…. And I felt like this basically sums everything up prett…
2021-12-06 6:29:31,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/3uPhafQnOg"
2021-12-06 6:29:02,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/iqhK6oBNcy"
2021-12-06 6:28:34,@AmandaSigxoza Not black but African because I haven't seen the same uproar from #BlackLivesMatter or the same soli… https://t.co/TLJvk3NPyC
2021-12-06 6:28:07,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/JtErqhyEwV"
2021-12-06 6:27:49,RT @abboreed: one of my kids friends at school had unexpectedly lost their dad. if you can’t donate rt pls! #BlackLivesMatter #supportblack…
2021-12-06 6:27:26,"RT @RealRichLawley: Hey #Humanity... Peace everyone, yeh 🙂
Rich

#PeaceIsAChoice
#PutDownYourGuns
#ActOnClimate

breathe in... breathe out.…"
2021-12-06 6:27:20,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/uaEtN2arus"
2021-12-06 6:26:59,RT @abboreed: one of my kids friends at school had unexpectedly lost their dad. if you can’t donate rt pls! #BlackLivesMatter #supportblack…
2021-12-06 6:26:46,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/9pyz8HgFO1"
2021-12-06 6:26:33,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/HJoY4pT2Zh"
2021-12-06 6:26:26,RT @dssiraj: #Ethiopia is ok to get drones from 🇦🇪 and 🇹🇷 to maiming civilians but no food and medicine from #USA . That is the meaning of…
2021-12-06 6:26:10,"🚨 Vote ‘NO’ immediately to #KeepKshama! @cmkshama #TeamKshama  
 @TheStranger   
@SeattleDSA 
@seabikeblog… https://t.co/t1SXtMwT6T"
2021-12-06 6:25:59,RT @MalloryPatten: Sunday Dab of the Day! #BlackLivesMatter #DabUp #BeSafe https://t.co/HlGFqMAyfJ
2021-12-06 6:25:56,Peter Gaines   #SayTheirNames #BlackLivesMatter
2021-12-06 6:25:26,"RT @FBATrey: @NopeNotEbs But you think about us 24/7 and you are currently in Washington DC which is majority black Americans, lol you are…"
2021-12-06 6:24:40,"RT @MccuskerIan1: @Ricciargoat @CroftyF1 Learning to read and understand may help you overcome you biais and discrimination ? 69 bar, 2.4G.…"
2021-12-06 6:24:13,RT @Xena007911: @AttorneyCrump This was posted on my LinkedIn thread this morning…. And I felt like this basically sums everything up prett…
2021-12-06 6:23:58,RT @BotDefund: Defund the Sparkill Police #BlackLivesMatter #DefundThePolice
2021-12-06 6:23:14,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 6:23:13,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 6:22:40,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 6:22:34,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 6:22:33,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 6:22:30,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 6:22:25,"RT @Hoyiaro: U know what's hard about being black? When u f*ck things up ur not even judged as a person, as an invidiual, but as a represen…"
2021-12-06 6:21:42,RT @JesseKellyDC: #BlackLivesMatter is responsible for more black deaths in the just the last couple years than the KKK has amassed for the…
2021-12-06 6:20:19,"RT @Hoyiaro: U know what's hard about being black? When u f*ck things up ur not even judged as a person, as an invidiual, but as a represen…"
2021-12-06 6:20:14,"Something I’ve noticed on this app is if the account saying some bullshit about black men they have their pronouns,… https://t.co/7qunyWCmBc"
2021-12-06 6:20:05,RT @BotDefund: Defund the Sparkill Police #BlackLivesMatter #DefundThePolice
2021-12-06 6:19:16,RT @JesseKellyDC: #BlackLivesMatter is responsible for more black deaths in the just the last couple years than the KKK has amassed for the…
2021-12-06 6:18:20,"U know what's hard about being black? When u f*ck things up ur not even judged as a person, as an invidiual, but as… https://t.co/ZU7XEwpOwH"
2021-12-06 6:15:51,Defund the Sparkill Police #BlackLivesMatter #DefundThePolice
2021-12-06 6:15:14,RT @Xena007911: @AttorneyCrump This was posted on my LinkedIn thread this morning…. And I felt like this basically sums everything up prett…
2021-12-06 6:15:00,"@Ricciargoat @CroftyF1 Learning to read and understand may help you overcome you biais and discrimination ? 69 bar,… https://t.co/lVgEcvNzul"
2021-12-06 6:14:42,"@NopeNotEbs But you think about us 24/7 and you are currently in Washington DC which is majority black Americans, l… https://t.co/n586c6jM9s"
2021-12-06 6:13:15,Sunday Dab of the Day! #BlackLivesMatter #DabUp #BeSafe https://t.co/HlGFqMAyfJ
2021-12-06 6:11:12,"Hey #Humanity... Peace everyone, yeh 🙂
Rich

#PeaceIsAChoice
#PutDownYourGuns
#ActOnClimate

breathe in... breathe… https://t.co/3LqNrTNtyw"
2021-12-06 6:10:32,RT @Xena007911: @AttorneyCrump This was posted on my LinkedIn thread this morning…. And I felt like this basically sums everything up prett…
2021-12-06 6:10:02,"RT @YourAnonRiots: We demand justice!!!!!
#JusticeforPernell #BlackLivesMatter 
#PoliceBrutality 
And not one of the officers has been held…"
2021-12-06 6:09:08,RT @Xena007911: @AttorneyCrump This was posted on my LinkedIn thread this morning…. And I felt like this basically sums everything up prett…
2021-12-06 6:09:00,@Bbalaam256 Really? You might be one of those who line behind global walks like #Blacklivesmatter and yet ur here a… https://t.co/tvxqKZVFSA
2021-12-06 6:07:50,RT @HermanW9911: How can America be looking out for you Ukraine to give them weapons but refuse to sign a bill that would give African Amer…
2021-12-06 6:07:47,RT @Helstrom_Greko: @CultureCrave @CinemaBlend I bet #LukeCage is never coming back cause he's #BlackLivesMatter
2021-12-06 6:06:54,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
2021-12-06 6:06:49,"RT @CROWRDREAM: Please @POTUS @JoeBiden grant clemency to our disabled elder Leonard Peltier. He is dying.

Don't let this be an execution…"
2021-12-06 6:06:33,I didn’t know the UN did this this year. #BLM #BlackLivesMatter #blacktranslivesmatter #Democrats #democrats… https://t.co/Q0diMvhArx
2021-12-06 6:06:14,"RT @MsEBL: Waukesha Massacre: Why are the Media and Democrats putting this down the memory hole? 😬🤔😡
#WaukeshaMassacre #DarrellBrooks #Blac…"
2021-12-06 6:05:19,"RT @ashakiiii: #TaleahLowe, 18 died on October 14th. She took a trip with her new white friends, they said she hit a riptide &amp; that what ma…"
2021-12-06 6:04:02,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #covid19 #corruption Wakey #science #sciencewins #Austra…
2021-12-06 6:03:48,If they put a statue of *former? President Obama up in #Chicago they better not paint it all black because with hom… https://t.co/aAvy7hGTeS
2021-12-06 6:03:28,"Pope chides Europe, comforts migrants on return to Lesbos
Via The Columbian ⁦@UniteBlueCA⁩ ⁦⁦@Pontifex⁩ ⁦@Pontifex⁩… https://t.co/UpohYy8s2N"
2021-12-06 6:03:20,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #covid19 #corruption Wakey #science #Australia #India #Ghana #Arizona #Isr…
2021-12-06 6:02:02,RT @Sohlau_Destine: from her. It's so uncomfortable in my client house. larry  keeps putting spells on me 2 stay (4 those spiritually verse…
2021-12-06 6:01:41,"Have you joined our Private FB group? 
#autoimmune #Ancestors #witchyvibe #ChronicIllnessWitch #alive… https://t.co/TGCO4jUuJH"
2021-12-06 6:01:25,"RT @YourAnonRiots: We demand justice!!!!!
#JusticeforPernell #BlackLivesMatter 
#PoliceBrutality 
And not one of the officers has been held…"
2021-12-06 6:01:03,RT @Sohlau_Destine: I can exit this toxic house Monday. Please pray for me. #BlackLivesMatter #AllLivesMatter  #MentalHealthMatters  so det…
2021-12-06 6:00:57,I can exit this toxic house Monday. Please pray for me. #BlackLivesMatter #AllLivesMatter  #MentalHealthMatters  so… https://t.co/FQrkakFjfw
2021-12-06 6:00:33,RT @OldMainBell: ding #PennState #BlackLivesMatter #JusticeForAll
2021-12-06 6:00:30,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
2021-12-06 6:00:25,#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption W… https://t.co/ZV19GIEjol
2021-12-06 6:00:24,RT @Sohlau_Destine: from her. It's so uncomfortable in my client house. larry  keeps putting spells on me 2 stay (4 those spiritually verse…
2021-12-06 6:00:20,RT @OldMainBell: ding #PennState #BlackLivesMatter #JusticeForAll
2021-12-06 6:00:17,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
2021-12-06 6:00:11,RT @Sohlau_Destine: #metoo #mentalhealth #BlackLivesMatter #AllLivesMatter  U NO what I never had any abusive boyfriend. Had a bisexual fem…
2021-12-06 6:00:09,RT @BotDefund: Defund the Athena Police #BlackLivesMatter
2021-12-06 6:00:01,ding #PennState #BlackLivesMatter #JusticeForAll
2021-12-06 5:56:47,from her. It's so uncomfortable in my client house. larry  keeps putting spells on me 2 stay (4 those spiritually v… https://t.co/3wAW6mrAdy
2021-12-06 5:56:18,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 5:55:30,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #covid19 #corruption Wakey #science #Australia #India #Ghana #Arizona #Isr…
2021-12-06 5:55:03,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #covid19 #corruption Wakey #science #sciencewins #Austra…
2021-12-06 5:53:00,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 5:52:18,"RT @MsEBL: Waukesha Massacre: Why are the Media and Democrats putting this down the memory hole? 😬🤔😡
#WaukeshaMassacre #DarrellBrooks #Blac…"
2021-12-06 5:51:01,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
2021-12-06 5:51:01,@CultureCrave @CinemaBlend I bet #LukeCage is never coming back cause he's #BlackLivesMatter
2021-12-06 5:50:56,#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption W… https://t.co/PQxCus2x5C
2021-12-06 5:50:09,#metoo #mentalhealth #BlackLivesMatter #AllLivesMatter  U NO what I never had any abusive boyfriend. Had a bisexual… https://t.co/gdGUj3aJeu
2021-12-06 5:46:29,"RT @blm_hcc: Dickens Fair San Francisco accused of racial inequity
#BlackLivesMatter
#Christmas2021
#Christmas
https://t.co/p61yfeowRV"
2021-12-06 5:46:12,RT @BristolDefenda1: In 2 weeks starts the Trial of the #Colston4 - the four #Bristol Statue Topplers picked on out of a crowd of thousands…
2021-12-06 5:45:40,Defund the Athena Police #BlackLivesMatter
2021-12-06 5:44:33,RT @reggiebrun: Blatant anti white Racism is OK today #blm #BlackLivesMatter #racism #CRT #WhiteSupremacy #DarrellBrooks #BlackSupremacy ht…
2021-12-06 5:43:30,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
2021-12-06 5:43:02,"RT @tbasharks: Tue Jun 02 2020 Los Angeles, California - Police arrest protesters en masse and detain them in poor conditions WATCH: https:…"
2021-12-06 5:42:43,"Tell @Lyft &amp; @Uber to protect their Black, Brown and LGBTQ customers and drivers from being racially discriminated… https://t.co/hQ5JOJL9RB"
2021-12-06 5:42:26,"RT @BrunoAmato_1: Things I AM FOR and Kevin McCarthy #CA23 is against...

Doing Townhalls in my District.
Violence Against Women Act.
Unive…"
2021-12-06 5:42:26,"Do people wonder where these trolls are coming from, that are attacking and threating regular poor folks with a… https://t.co/oYpbRCAeuZ"
2021-12-06 5:42:11,"RT @MeganKrakouer: Inhumane treatment @ Banksia Hill Detention Centre, Perth. We will chase down the injustices because our kids need us to…"
2021-12-06 5:42:02,Robert Lawrence White #BlackLivesMatter
2021-12-06 5:42:01,RT @LMFireSystems1: This idiot black guy starts walking up to police officers and yelling while holding a rifle in his hand.  #BlackLivesMa…
2021-12-06 5:41:14,RT @JesseKellyDC: #BlackLivesMatter is responsible for more black deaths in the just the last couple years than the KKK has amassed for the…
2021-12-06 5:40:43,"RT @KeshaRam: For too long, our foreign policy has not fully acknowledged that #BlackLivesMatter. We said after the Rwandan genocide that w…"
2021-12-06 5:40:23,RT @jonathan4212: Mayor covers up her role in permitting (directing?) police violence against #BlackLivesMatter protesters but sure let’s r…
2021-12-06 5:39:19,RT @jonathan4212: Mayor covers up her role in permitting (directing?) police violence against #BlackLivesMatter protesters but sure let’s r…
2021-12-06 5:35:11,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #corruption Wakey #science #sciencewins…
2021-12-06 5:34:41,"RT @BrunoAmato_1: Things I AM FOR and Kevin McCarthy #CA23 is against...

Doing Townhalls in my District.
Violence Against Women Act.
Unive…"
2021-12-06 5:34:13,"RT @BrunoAmato_1: Things I AM FOR and Kevin McCarthy #CA23 is against...

Doing Townhalls in my District.
Violence Against Women Act.
Unive…"
2021-12-06 5:32:11,"Tue Jun 02 2020 Los Angeles, California - Police arrest protesters en masse and detain them in poor conditions WATC… https://t.co/6daozTfedD"
2021-12-06 5:31:57,#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption W… https://t.co/34aI10WWmK
2021-12-06 5:30:52,RT @reggiebrun: Blatant anti white Racism is OK today #blm #BlackLivesMatter #racism #CRT #WhiteSupremacy #DarrellBrooks #BlackSupremacy ht…
2021-12-06 5:29:00,RT @BristolDefenda1: In 2 weeks starts the Trial of the #Colston4 - the four #Bristol Statue Topplers picked on out of a crowd of thousands…
2021-12-06 5:28:46,"Dickens Fair San Francisco accused of racial inequity
#BlackLivesMatter
#Christmas2021
#Christmas
https://t.co/p61yfeowRV"
2021-12-06 5:28:06,Her profile says #BlackLivesMatter but she hasn’t texted me back… 🧐🧐 very interesting.
2021-12-06 5:26:41,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
2021-12-06 5:26:36,"And, This Is One Reason Why They Don't Want An Accurate #History Tough In Schools.

Well Said 👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽… https://t.co/wDhr7fHGjC"
2021-12-06 5:26:33,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
2021-12-06 5:26:28,"RT @MartinWilliam95: “If you’re not ready to die for it, put the word ‘#freedom’ out of your vocabulary.” —MalcolmX #BlackLivesMatter"
2021-12-06 5:25:52,RT @big_d_rants: Watch Live: #WilliamArgie Murder-4-Hire -Testifies! a-c https://t.co/lN89g4jneG via @YouTube #LifeAintOver #BlackTechTwitt…
2021-12-06 5:25:42,Fight for what is right. #BlackLivesMatter
2021-12-06 5:25:10,"Black people are to quick to unite when they want to destroy another black person.

#BlackLivesMatter #BlackTwitter… https://t.co/CZNmCi7vUk"
2021-12-06 5:25:08,#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Covid19 #corruption Wake #science #Australia #Arizona #Israel… https://t.co/82B2Q9YtgP
2021-12-06 5:25:04,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #Covid_19 #cancer #corruption Wakey #sc…
2021-12-06 5:24:52,"Please help return Jami Henry safely home to her family. She was last seen in Kennesaw, Georgia. Please retweet.… https://t.co/QUFbZKv8Ov"
2021-12-06 5:24:49,"RT @BlackWorkspace: Black Excellence!

Join us! https://t.co/xO4JOVsaRG

🔥🔥FREE to attend w/registration. Virtual exhibit booths are availa…"
2021-12-06 5:24:25,"RT @Tinu: Our people can’t be getting evicted y’all. Disabled people have enough problems without being unhoused!

This is 20 people with $…"
2021-12-06 5:23:49,"RT @Alyssaaa233: Drop your PayPal, Cashapp or whatever you use, I'll be blessing a few who like &amp; retweet &amp; Follow💗
#cahapp #art #COVID #Me…"
2021-12-06 5:23:29,"@RepThomasMassie This family surely already knows the judge who will exonerate them of any crime.
#USA 🇺🇸… https://t.co/1cSn8xSez9"
2021-12-06 5:23:17,RT @7bgg777: We DEMAND Justice 4 Breonna Taylor's life cuzz #BlackLivesMatter  #JusticeforBreonnaTaylor
2021-12-06 5:23:06,RT @TShepard4MO: Justice isn’t served when murder/manslaughter in our streets goes without consequences. Let’s continue the work so that ou…
2021-12-06 5:22:56,RT @TShepard4MO: We must march forward with the vision of brotherhood. Mass peaceful civil unrest lead to meaningful change in the 20th cen…
2021-12-06 5:22:12,"RT @MartinWilliam95: “If you’re not ready to die for it, put the word ‘#freedom’ out of your vocabulary.” —MalcolmX #BlackLivesMatter"
2021-12-06 5:22:08,RT @JesseKellyDC: #BlackLivesMatter is responsible for more black deaths in the just the last couple years than the KKK has amassed for the…
2021-12-06 5:21:47,RT @BobbyCalifornia: beardncam x @BobbyCalifornia collaboration #RebelArmz #BlackLivesMatter #Human #WeAreAllOneRace https://t.co/xWo8ZS4zLf
2021-12-06 5:21:26,RT @inartfairNYK: Poor woman Princess Diana would be very annoyed to see the way her son has been victimized inspite of her death thank God…
2021-12-06 5:21:04,RT @ClareKuehn: #BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #Toronto #health #covid19 #corruption Wake #science #sciencewins…
2021-12-06 5:20:30,"RT @MartinWilliam95: “If you’re not ready to die for it, put the word ‘#freedom’ out of your vocabulary.” —MalcolmX #BlackLivesMatter"
2021-12-06 5:20:25,RT @7bgg777: We DEMAND Justice 4 Breonna Taylor's life cuzz #BlackLivesMatter  #JusticeforBreonnaTaylor
2021-12-06 5:20:20,RT @BotDefund: It's time to #DefundTheChetekPolice #BlackLivesMatter
